_id,Year/Année,Parent who gave birth/Parent qui a donné naissance,Age of Father or Parent / Âge du père ou parent,Births/Naissances
1958,2017,27,N.S./N.P.,369
1959,2017,28,<20,1
1960,2017,28,20-24,128
1961,2017,28,25-29,3368
1962,2017,28,30-34,3554
1963,2017,28,35-39,1020
1964,2017,28,40-44,235
1965,2017,28,45-49,75
1966,2017,28,50-54,20
1967,2017,28,55-59,11
1968,2017,28,60+,1
1969,2017,28,N.S./N.P.,333
1970,2017,29,<20,1
1971,2017,29,20-24,94
1972,2017,29,25-29,2566
1973,2017,29,30-34,4919
1974,2017,29,35-39,1408
1975,2017,29,40-44,350
1976,2017,29,45-49,111
1977,2017,29,50-54,42
1978,2017,29,55-59,9
1979,2017,29,60+,3
1980,2017,29,N.S./N.P.,383
1981,2017,30,<20,0
1982,2017,30,20-24,56
1983,2017,30,25-29,1470
1984,2017,30,30-34,6219
1985,2017,30,35-39,1952
1986,2017,30,40-44,460
1987,2017,30,45-49,109
1988,2017,30,50-54,36
1989,2017,30,55-59,8
1990,2017,30,60+,4
1991,2017,30,N.S./N.P.,362
1992,2017,31,<20,1
1993,2017,31,20-24,43
1994,2017,31,25-29,885
1995,2017,31,30-34,6894
1996,2017,31,35-39,2563
1997,2017,31,40-44,606
1998,2017,31,45-49,149
1999,2017,31,50-54,51
2000,2017,31,55-59,14
2001,2017,31,60+,3
2002,2017,31,N.S./N.P.,347
2003,2017,32,<20,1
2004,2017,32,20-24,30
2005,2017,32,25-29,534
2006,2017,32,30-34,6091
2007,2017,32,35-39,3115
2008,2017,32,40-44,761
2009,2017,32,45-49,192
2010,2017,32,50-54,51
2011,2017,32,55-59,15
2012,2017,32,60+,9
2013,2017,32,N.S./N.P.,359
2014,2017,33,<20,1
2015,2017,33,20-24,34
2016,2017,33,25-29,382
2017,2017,33,30-34,4827
2018,2017,33,35-39,3694
2019,2017,33,40-44,958
2020,2017,33,45-49,274
2021,2017,33,50-54,59
2022,2017,33,55-59,23
2023,2017,33,60+,11
2024,2017,33,N.S./N.P.,341
2025,2017,34,<20,0
2026,2017,34,20-24,18
2027,2017,34,25-29,224
2028,2017,34,30-34,3256
2029,2017,34,35-39,4156
2030,2017,34,40-44,1137
2031,2017,34,45-49,298
2032,2017,34,50-54,72
2033,2017,34,55-59,24
2034,2017,34,60+,10
2035,2017,34,N.S./N.P.,258
2036,2017,35,<20,1
2037,2017,35,20-24,19
2038,2017,35,25-29,179
2039,2017,35,30-34,1864
2040,2017,35,35-39,4328
2041,2017,35,40-44,1359
2042,2017,35,45-49,369
2043,2017,35,50-54,95
2044,2017,35,55-59,29
2045,2017,35,60+,7
2046,2017,35,N.S./N.P.,282
2047,2017,36,<20,0
2048,2017,36,20-24,12
2049,2017,36,25-29,132
2050,2017,36,30-34,992
2051,2017,36,35-39,3785
2052,2017,36,40-44,1443
2053,2017,36,45-49,362
2054,2017,36,50-54,101
2055,2017,36,55-59,22
2056,2017,36,60+,13
2057,2017,36,N.S./N.P.,244
2058,2017,37,<20,0
2059,2017,37,20-24,5
2060,2017,37,25-29,100
2061,2017,37,30-34,602
2062,2017,37,35-39,2713
2063,2017,37,40-44,1410
2064,2017,37,45-49,439
2065,2017,37,50-54,124
2066,2017,37,55-59,32
2067,2017,37,60+,6
2068,2017,37,N.S./N.P.,207
2069,2017,38,<20,0
2070,2017,38,20-24,11
2071,2017,38,25-29,68
2072,2017,38,30-34,370
2073,2017,38,35-39,1829
2074,2017,38,40-44,1337
2075,2017,38,45-49,435
2076,2017,38,50-54,139
2077,2017,38,55-59,31
2078,2017,38,60+,10
2079,2017,38,N.S./N.P.,182
2080,2017,39,<20,0
2081,2017,39,20-24,7
2082,2017,39,25-29,35
2083,2017,39,30-34,217
2084,2017,39,35-39,1078
2085,2017,39,40-44,1270
2086,2017,39,45-49,424
2087,2017,39,50-54,103
2088,2017,39,55-59,41
2089,2017,39,60+,14
2090,2017,39,N.S./N.P.,145
2091,2017,40,<20,0
2092,2017,40,20-24,4
2093,2017,40,25-29,25
2094,2017,40,30-34,134
2095,2017,40,35-39,575
2096,2017,40,40-44,971
2097,2017,40,45-49,356
2098,2017,40,50-54,109
2099,2017,40,55-59,32
2100,2017,40,60+,13
2101,2017,40,N.S./N.P.,136
2102,2017,41,<20,0
2103,2017,41,20-24,0
2104,2017,41,25-29,14
2105,2017,41,30-34,84
2106,2017,41,35-39,298
2107,2017,41,40-44,679
2108,2017,41,45-49,330
2109,2017,41,50-54,105
2110,2017,41,55-59,29
2111,2017,41,60+,14
2112,2017,41,N.S./N.P.,90
2113,2017,42,<20,0
2114,2017,42,20-24,0
2115,2017,42,25-29,8
2116,2017,42,30-34,56
2117,2017,42,35-39,144
2118,2017,42,40-44,386
2119,2017,42,45-49,255
2120,2017,42,50-54,68
2121,2017,42,55-59,23
2122,2017,42,60+,9
2123,2017,42,N.S./N.P.,59
2124,2017,43,<20,0
2125,2017,43,20-24,0
2126,2017,43,25-29,15
2127,2017,43,30-34,26
2128,2017,43,35-39,83
2129,2017,43,40-44,210
2130,2017,43,45-49,175
2131,2017,43,50-54,62
2132,2017,43,55-59,19
2133,2017,43,60+,7
2134,2017,43,N.S./N.P.,45
2135,2017,44,<20,0
2136,2017,44,20-24,1
2137,2017,44,25-29,5
2138,2017,44,30-34,21
2139,2017,44,35-39,31
2140,2017,44,40-44,114
2141,2017,44,45-49,105
2142,2017,44,50-54,35
2143,2017,44,55-59,7
2144,2017,44,60+,6
2145,2017,44,N.S./N.P.,22
2146,2017,<15,<20,8
2147,2017,<15,20-24,0
2148,2017,<15,25-29,0
2149,2017,<15,30-34,0
2150,2017,<15,35-39,0
2151,2017,<15,40-44,0
2152,2017,<15,45-49,0
2153,2017,<15,50-54,0
2154,2017,<15,55-59,0
2155,2017,<15,60+,0
2156,2017,<15,N.S./N.P.,5
2157,2017,>44,<20,0
2158,2017,>44,20-24,0
2159,2017,>44,25-29,5
2160,2017,>44,30-34,14
2161,2017,>44,35-39,36
2162,2017,>44,40-44,98
2163,2017,>44,45-49,156
2164,2017,>44,50-54,96
2165,2017,>44,55-59,40
2166,2017,>44,60+,11
2167,2017,>44,N.S./N.P.,56
2168,2017,N.S./N.P.,<20,0
2169,2017,N.S./N.P.,20-24,0
2170,2017,N.S./N.P.,25-29,0
2171,2017,N.S./N.P.,30-34,1
2172,2017,N.S./N.P.,35-39,0
2173,2017,N.S./N.P.,40-44,0
2174,2017,N.S./N.P.,45-49,0
2175,2017,N.S./N.P.,50-54,0
2176,2017,N.S./N.P.,55-59,0
2177,2017,N.S./N.P.,60+,0
2178,2017,N.S./N.P.,N.S./N.P.,607
2179,2018,15,<20,22
2180,2018,15,20-24,1
2181,2018,15,25-29,0
2182,2018,15,30-34,0
2183,2018,15,35-39,0
2184,2018,15,40-44,0
2185,2018,15,45-49,0
2186,2018,15,50-54,0
2187,2018,15,55-59,0
2188,2018,15,60+,0
2189,2018,15,N.S./N.P.,16
2190,2018,16,<20,69
2191,2018,16,20-24,24
2192,2018,16,25-29,0
2193,2018,16,30-34,0
2194,2018,16,35-39,0
2195,2018,16,40-44,0
2196,2018,16,45-49,0
2197,2018,16,50-54,0
2198,2018,16,55-59,0
2199,2018,16,60+,0
2200,2018,16,N.S./N.P.,41
2201,2018,17,<20,114
2202,2018,17,20-24,69
2203,2018,17,25-29,9
2204,2018,17,30-34,2
2205,2018,17,35-39,0
2206,2018,17,40-44,0
2207,2018,17,45-49,0
2208,2018,17,50-54,0
2209,2018,17,55-59,0
2210,2018,17,60+,0
2211,2018,17,N.S./N.P.,84
2212,2018,18,<20,175
2213,2018,18,20-24,208
2214,2018,18,25-29,31
2215,2018,18,30-34,9
2216,2018,18,35-39,2
2217,2018,18,40-44,2
2218,2018,18,45-49,0
2219,2018,18,50-54,0
2220,2018,18,55-59,0
2221,2018,18,60+,0
2222,2018,18,N.S./N.P.,124
2223,2018,19,<20,143
2224,2018,19,20-24,461
2225,2018,19,25-29,122
2226,2018,19,30-34,24
2227,2018,19,35-39,6
2228,2018,19,40-44,2
2229,2018,19,45-49,3
2230,2018,19,50-54,0
2231,2018,19,55-59,0
2232,2018,19,60+,0
2233,2018,19,N.S./N.P.,198
2234,2018,20,<20,80
2235,2018,20,20-24,725
2236,2018,20,25-29,262
2237,2018,20,30-34,68
2238,2018,20,35-39,27
2239,2018,20,40-44,11
2240,2018,20,45-49,4
2241,2018,20,50-54,0
2242,2018,20,55-59,0
2243,2018,20,60+,1
2244,2018,20,N.S./N.P.,255
2245,2018,21,<20,46
2246,2018,21,20-24,894
2247,2018,21,25-29,466
2248,2018,21,30-34,162
2249,2018,21,35-39,42
2250,2018,21,40-44,15
2251,2018,21,45-49,5
2252,2018,21,50-54,1
2253,2018,21,55-59,2
2254,2018,21,60+,1
2255,2018,21,N.S./N.P.,239
2256,2018,22,<20,30
2257,2018,22,20-24,1049
2258,2018,22,25-29,808
2259,2018,22,30-34,246
2260,2018,22,35-39,76
2261,2018,22,40-44,21
2262,2018,22,45-49,6
2263,2018,22,50-54,3
2264,2018,22,55-59,1
2265,2018,22,60+,0
2266,2018,22,N.S./N.P.,258
2267,2018,23,<20,7
2268,2018,23,20-24,954
2269,2018,23,25-29,1218
2270,2018,23,30-34,428
2271,2018,23,35-39,106
2272,2018,23,40-44,31
2273,2018,23,45-49,8
2274,2018,23,50-54,7
2275,2018,23,55-59,3
2276,2018,23,60+,0
2277,2018,23,N.S./N.P.,294
2278,2018,24,<20,1
2279,2018,24,20-24,764
2280,2018,24,25-29,1840
2281,2018,24,30-34,713
2282,2018,24,35-39,187
2283,2018,24,40-44,43
2284,2018,24,45-49,8
2285,2018,24,50-54,9
2286,2018,24,55-59,0
2287,2018,24,60+,1
2288,2018,24,N.S./N.P.,301
2289,2018,25,<20,1
2290,2018,25,20-24,461
2291,2018,25,25-29,2508
2292,2018,25,30-34,1067
2293,2018,25,35-39,316
2294,2018,25,40-44,78
2295,2018,25,45-49,27
2296,2018,25,50-54,8
2297,2018,25,55-59,7
2298,2018,25,60+,0
2299,2018,25,N.S./N.P.,341
2300,2018,26,<20,3
2301,2018,26,20-24,271
2302,2018,26,25-29,3093
2303,2018,26,30-34,1694
2304,2018,26,35-39,473
2305,2018,26,40-44,98
2306,2018,26,45-49,43
2307,2018,26,50-54,10
2308,2018,26,55-59,8
2309,2018,26,60+,1
2310,2018,26,N.S./N.P.,373
2311,2018,27,<20,3
2312,2018,27,20-24,172
2313,2018,27,25-29,3361
2314,2018,27,30-34,2437
2315,2018,27,35-39,684
2316,2018,27,40-44,166
2317,2018,27,45-49,37
2318,2018,27,50-54,14
2319,2018,27,55-59,3
2320,2018,27,60+,4
2321,2018,27,N.S./N.P.,386
2322,2018,28,<20,1
2323,2018,28,20-24,140
2324,2018,28,25-29,3343
2325,2018,28,30-34,3702
2326,2018,28,35-39,1012
2327,2018,28,40-44,222
2328,2018,28,45-49,49
2329,2018,28,50-54,25
2330,2018,28,55-59,5
2331,2018,28,60+,6
2332,2018,28,N.S./N.P.,390
2333,2018,29,<20,1
2334,2018,29,20-24,76
2335,2018,29,25-29,2574
2336,2018,29,30-34,4924
2337,2018,29,35-39,1410
2338,2018,29,40-44,329
2339,2018,29,45-49,80
2340,2018,29,50-54,40
2341,2018,29,55-59,10
2342,2018,29,60+,9
2343,2018,29,N.S./N.P.,390
2344,2018,30,<20,1
2345,2018,30,20-24,52
2346,2018,30,25-29,1488
2347,2018,30,30-34,6216
2348,2018,30,35-39,1974
2349,2018,30,40-44,394
2350,2018,30,45-49,113
2351,2018,30,50-54,43
2352,2018,30,55-59,15
2353,2018,30,60+,7
2354,2018,30,N.S./N.P.,375
2355,2018,31,<20,0
2356,2018,31,20-24,47
2357,2018,31,25-29,852
2358,2018,31,30-34,6640
2359,2018,31,35-39,2555
2360,2018,31,40-44,571
2361,2018,31,45-49,178
2362,2018,31,50-54,43
2363,2018,31,55-59,11
2364,2018,31,60+,6
2365,2018,31,N.S./N.P.,409
2366,2018,32,<20,0
2367,2018,32,20-24,24
2368,2018,32,25-29,571
2369,2018,32,30-34,5922
2370,2018,32,35-39,3190
2371,2018,32,40-44,701
2372,2018,32,45-49,172
2373,2018,32,50-54,54
2374,2018,32,55-59,19
2375,2018,32,60+,6
2376,2018,32,N.S./N.P.,368
2377,2018,33,<20,0
2378,2018,33,20-24,28
2379,2018,33,25-29,356
2380,2018,33,30-34,4783
2381,2018,33,35-39,3857
2382,2018,33,40-44,952
2383,2018,33,45-49,256
2384,2018,33,50-54,52
2385,2018,33,55-59,14
2386,2018,33,60+,15
2387,2018,33,N.S./N.P.,367
2388,2018,34,<20,0
2389,2018,34,20-24,16
2390,2018,34,25-29,262
2391,2018,34,30-34,3399
2392,2018,34,35-39,4312
2393,2018,34,40-44,1114
2394,2018,34,45-49,270
2395,2018,34,50-54,72
2396,2018,34,55-59,24
2397,2018,34,60+,6
2398,2018,34,N.S./N.P.,340
2399,2018,35,<20,0
2400,2018,35,20-24,23
2401,2018,35,25-29,182
2402,2018,35,30-34,1841
2403,2018,35,35-39,4602
2404,2018,35,40-44,1318
2405,2018,35,45-49,342
2406,2018,35,50-54,94
2407,2018,35,55-59,18
2408,2018,35,60+,12
2409,2018,35,N.S./N.P.,308
2410,2018,36,<20,1
2411,2018,36,20-24,10
2412,2018,36,25-29,144
2413,2018,36,30-34,1104
2414,2018,36,35-39,3840
2415,2018,36,40-44,1412
2416,2018,36,45-49,397
2417,2018,36,50-54,85
2418,2018,36,55-59,31
2419,2018,36,60+,13
2420,2018,36,N.S./N.P.,273
2421,2018,37,<20,0
2422,2018,37,20-24,10
2423,2018,37,25-29,95
2424,2018,37,30-34,634
2425,2018,37,35-39,2897
2426,2018,37,40-44,1411
2427,2018,37,45-49,421
2428,2018,37,50-54,116
2429,2018,37,55-59,37
2430,2018,37,60+,16
2431,2018,37,N.S./N.P.,231
2432,2018,38,<20,0
2433,2018,38,20-24,10
2434,2018,38,25-29,66
2435,2018,38,30-34,403
2436,2018,38,35-39,1885
2437,2018,38,40-44,1376
2438,2018,38,45-49,442
2439,2018,38,50-54,134
2440,2018,38,55-59,41
2441,2018,38,60+,9
2442,2018,38,N.S./N.P.,240
2443,2018,39,<20,0
2444,2018,39,20-24,7
2445,2018,39,25-29,50
2446,2018,39,30-34,224
2447,2018,39,35-39,1104
2448,2018,39,40-44,1247
2449,2018,39,45-49,426
2450,2018,39,50-54,116
2451,2018,39,55-59,35
2452,2018,39,60+,13
2453,2018,39,N.S./N.P.,163
2454,2018,40,<20,0
2455,2018,40,20-24,6
2456,2018,40,25-29,31
2457,2018,40,30-34,142
2458,2018,40,35-39,595
2459,2018,40,40-44,996
2460,2018,40,45-49,390
2461,2018,40,50-54,107
2462,2018,40,55-59,28
2463,2018,40,60+,12
2464,2018,40,N.S./N.P.,138
2465,2018,41,<20,0
2466,2018,41,20-24,1
2467,2018,41,25-29,21
2468,2018,41,30-34,97
2469,2018,41,35-39,312
2470,2018,41,40-44,755
2471,2018,41,45-49,307
2472,2018,41,50-54,93
2473,2018,41,55-59,33
2474,2018,41,60+,9
2475,2018,41,N.S./N.P.,106
2476,2018,42,<20,0
2477,2018,42,20-24,3
2478,2018,42,25-29,15
2479,2018,42,30-34,45
2480,2018,42,35-39,156
2481,2018,42,40-44,379
2482,2018,42,45-49,244
2483,2018,42,50-54,87
2484,2018,42,55-59,25
2485,2018,42,60+,6
2486,2018,42,N.S./N.P.,69
2487,2018,43,<20,0
2488,2018,43,20-24,0
2489,2018,43,25-29,5
2490,2018,43,30-34,25
2491,2018,43,35-39,86
2492,2018,43,40-44,215
2493,2018,43,45-49,184
2494,2018,43,50-54,72
2495,2018,43,55-59,21
2496,2018,43,60+,6
2497,2018,43,N.S./N.P.,53
2498,2018,44,<20,0
2499,2018,44,20-24,1
2500,2018,44,25-29,3
2501,2018,44,30-34,9
2502,2018,44,35-39,32
2503,2018,44,40-44,111
2504,2018,44,45-49,97
2505,2018,44,50-54,38
2506,2018,44,55-59,8
2507,2018,44,60+,7
2508,2018,44,N.S./N.P.,31
2509,2018,<15,<20,8
2510,2018,<15,20-24,0
2511,2018,<15,25-29,0
2512,2018,<15,30-34,0
2513,2018,<15,35-39,1
2514,2018,<15,40-44,0
2515,2018,<15,45-49,0
2516,2018,<15,50-54,0
2517,2018,<15,55-59,0
2518,2018,<15,60+,0
2519,2018,<15,N.S./N.P.,2
2520,2018,>44,<20,0
2521,2018,>44,20-24,1
2522,2018,>44,25-29,6
2523,2018,>44,30-34,21
2524,2018,>44,35-39,56
2525,2018,>44,40-44,101
2526,2018,>44,45-49,170
2527,2018,>44,50-54,92
2528,2018,>44,55-59,43
2529,2018,>44,60+,20
2530,2018,>44,N.S./N.P.,62
2531,2018,N.S./N.P.,<20,0
2532,2018,N.S./N.P.,20-24,0
2533,2018,N.S./N.P.,25-29,0
2534,2018,N.S./N.P.,30-34,0
2535,2018,N.S./N.P.,35-39,0
2536,2018,N.S./N.P.,40-44,0
2537,2018,N.S./N.P.,45-49,0
2538,2018,N.S./N.P.,50-54,0
2539,2018,N.S./N.P.,55-59,0
2540,2018,N.S./N.P.,60+,0
2541,2018,N.S./N.P.,N.S./N.P.,896
2542,2019,<15,<20,4
2543,2019,<15,NS/N.P.,6
2544,2019,>44,20-24,2
2545,2019,>44,25-29,8
2546,2019,>44,30-34,26
2547,2019,>44,35-39,66
2548,2019,>44,40-44,107
2549,2019,>44,45-49,151
2550,2019,>44,50-54,78
2551,2019,>44,55-59,32
2552,2019,>44,60+,22
2553,2019,>44,NS/N.P.,58
2554,2019,NS/N.P.,NS/N.P.,89
2555,2019,15,<20,18
2556,2019,15,NS/N.P.,11
2557,2019,16,<20,70
2558,2019,16,20-24,9
2559,2019,16,25-29,1
2560,2019,16,35-39,1
2561,2019,16,45-49,1
2562,2019,16,NS/N.P.,35
2563,2019,17,<20,106
2564,2019,17,20-24,72
2565,2019,17,25-29,15
2566,2019,17,30-34,1
2567,2019,17,40-44,1
2568,2019,17,55-59,1
2569,2019,17,60+,1
2570,2019,17,NS/N.P.,77
2571,2019,18,<20,142
2572,2019,18,20-24,197
2573,2019,18,25-29,28
2574,2019,18,30-34,8
2575,2019,18,35-39,3
2576,2019,18,40-44,3
2577,2019,18,NS/N.P.,127
2578,2019,19,<20,141
2579,2019,19,20-24,463
2580,2019,19,25-29,80
2581,2019,19,30-34,26
2582,2019,19,35-39,4
2583,2019,19,40-44,4
2584,2019,19,45-49,2
2585,2019,19,NS/N.P.,178
2586,2019,20,<20,61
2587,2019,20,20-24,701
2588,2019,20,25-29,196
2589,2019,20,30-34,65
2590,2019,20,35-39,30
2591,2019,20,40-44,8
2592,2019,20,45-49,2
2593,2019,20,50-54,1
2594,2019,20,60+,1
2595,2019,20,NS/N.P.,204
2596,2019,21,<20,44
2597,2019,21,20-24,1013
2598,2019,21,25-29,342
2599,2019,21,30-34,104
2600,2019,21,35-39,31
2601,2019,21,40-44,16
2602,2019,21,45-49,5
2603,2019,21,50-54,3
2604,2019,21,55-59,1
2605,2019,21,60+,1
2606,2019,21,NS/N.P.,248
2607,2019,22,<20,19
2608,2019,22,20-24,1134
2609,2019,22,25-29,610
2610,2019,22,30-34,187
2611,2019,22,35-39,53
2612,2019,22,40-44,15
2613,2019,22,45-49,12
2614,2019,22,50-54,3
2615,2019,22,55-59,3
2616,2019,22,NS/N.P.,268
2617,2019,23,<20,12
2618,2019,23,20-24,1214
2619,2019,23,25-29,933
2620,2019,23,30-34,333
2621,2019,23,35-39,95
2622,2019,23,40-44,29
2623,2019,23,45-49,12
2624,2019,23,50-54,5
2625,2019,23,55-59,3
2626,2019,23,60+,1
2627,2019,23,NS/N.P.,290
2628,2019,24,<20,15
2629,2019,24,20-24,1193
2630,2019,24,25-29,1608
2631,2019,24,30-34,551
2632,2019,24,35-39,131
2633,2019,24,40-44,43
2634,2019,24,45-49,14
2635,2019,24,50-54,5
2636,2019,24,55-59,2
2637,2019,24,60+,1
2638,2019,24,NS/N.P.,340
2639,2019,25,<20,6
2640,2019,25,20-24,949
2641,2019,25,25-29,2200
2642,2019,25,30-34,804
2643,2019,25,35-39,209
2644,2019,25,40-44,57
2645,2019,25,45-49,31
2646,2019,25,50-54,7
2647,2019,25,55-59,2
2648,2019,25,60+,1
2649,2019,25,NS/N.P.,326
2650,2019,26,<20,2
2651,2019,26,20-24,569
2652,2019,26,25-29,3060
2653,2019,26,30-34,1308
2654,2019,26,35-39,319
2655,2019,26,40-44,85
2656,2019,26,45-49,28
2657,2019,26,50-54,7
2658,2019,26,60+,4
2659,2019,26,NS/N.P.,362
2660,2019,27,<20,2
2661,2019,27,20-24,329
2662,2019,27,25-29,3874
2663,2019,27,30-34,2000
2664,2019,27,35-39,487
2665,2019,27,40-44,120
2666,2019,27,45-49,40
2667,2019,27,50-54,16
2668,2019,27,55-59,6
2669,2019,27,60+,2
2670,2019,27,NS/N.P.,372
2671,2019,28,<20,4
2672,2019,28,20-24,207
2673,2019,28,25-29,4272
2674,2019,28,30-34,2868
2675,2019,28,35-39,756
2676,2019,28,40-44,162
2677,2019,28,45-49,56
2678,2019,28,50-54,11
2679,2019,28,55-59,7
2680,2019,28,60+,1
2681,2019,28,NS/N.P.,436
2682,2019,29,<20,1
2683,2019,29,20-24,141
2684,2019,29,25-29,4144
2685,2019,29,30-34,4083
2686,2019,29,35-39,1046
2687,2019,29,40-44,208
2688,2019,29,45-49,72
2689,2019,29,50-54,23
2690,2019,29,55-59,10
2691,2019,29,60+,3
2692,2019,29,NS/N.P.,438
2693,2019,30,<20,1
2694,2019,30,20-24,102
2695,2019,30,25-29,3127
2696,2019,30,30-34,5462
2697,2019,30,35-39,1400
2698,2019,30,40-44,347
2699,2019,30,45-49,85
2700,2019,30,50-54,33
2701,2019,30,55-59,11
2702,2019,30,60+,5
2703,2019,30,NS/N.P.,377
2704,2019,31,<20,1
2705,2019,31,20-24,84
2706,2019,31,25-29,1722
2707,2019,31,30-34,6738
2708,2019,31,35-39,1812
2709,2019,31,40-44,424
2710,2019,31,45-49,105
2711,2019,31,50-54,36
2712,2019,31,55-59,12
2713,2019,31,60+,6
2714,2019,31,NS/N.P.,427
2715,2019,32,<20,1
2716,2019,32,20-24,67
2717,2019,32,25-29,902
2718,2019,32,30-34,6627
2719,2019,32,35-39,2422
2720,2019,32,40-44,503
2721,2019,32,45-49,143
2722,2019,32,50-54,33
2723,2019,32,55-59,8
2724,2019,32,60+,6
2725,2019,32,NS/N.P.,368
2726,2019,33,20-24,41
2727,2019,33,25-29,607
2728,2019,33,30-34,5858
2729,2019,33,35-39,3072
2730,2019,33,40-44,668
2731,2019,33,45-49,155
2732,2019,33,50-54,42
2733,2019,33,55-59,15
2734,2019,33,60+,6
2735,2019,33,NS/N.P.,387
2736,2019,34,<20,2
2737,2019,34,20-24,35
2738,2019,34,25-29,449
2739,2019,34,30-34,4589
2740,2019,34,35-39,3517
2741,2019,34,40-44,799
2742,2019,34,45-49,239
2743,2019,34,50-54,60
2744,2019,34,55-59,22
2745,2019,34,60+,7
2746,2019,34,NS/N.P.,370
2747,2019,35,20-24,23
2748,2019,35,25-29,282
2749,2019,35,30-34,3069
2750,2019,35,35-39,3680
2751,2019,35,40-44,1026
2752,2019,35,45-49,264
2753,2019,35,50-54,77
2754,2019,35,55-59,27
2755,2019,35,60+,14
2756,2019,35,NS/N.P.,345
2757,2019,36,20-24,31
2758,2019,36,25-29,186
2759,2019,36,30-34,1679
2760,2019,36,35-39,3783
2761,2019,36,40-44,1090
2762,2019,36,45-49,300
2763,2019,36,50-54,86
2764,2019,36,55-59,33
2765,2019,36,60+,15
2766,2019,36,NS/N.P.,310
2767,2019,37,20-24,14
2768,2019,37,25-29,147
2769,2019,37,30-34,948
2770,2019,37,35-39,3069
2771,2019,37,40-44,1090
2772,2019,37,45-49,319
2773,2019,37,50-54,79
2774,2019,37,55-59,30
2775,2019,37,60+,10
2776,2019,37,NS/N.P.,281
2777,2019,38,20-24,18
2778,2019,38,25-29,96
2779,2019,38,30-34,561
2780,2019,38,35-39,2188
2781,2019,38,40-44,1061
2782,2019,38,45-49,305
2783,2019,38,50-54,71
2784,2019,38,55-59,34
2785,2019,38,60+,12
2786,2019,38,NS/N.P.,208
2787,2019,39,20-24,10
2788,2019,39,25-29,73
2789,2019,39,30-34,347
2790,2019,39,35-39,1455
2791,2019,39,40-44,1036
2792,2019,39,45-49,340
2793,2019,39,50-54,93
2794,2019,39,55-59,27
2795,2019,39,60+,11
2796,2019,39,NS/N.P.,185
2797,2019,40,20-24,5
2798,2019,40,25-29,45
2799,2019,40,30-34,195
2800,2019,40,35-39,818
2801,2019,40,40-44,927
2802,2019,40,45-49,296
2803,2019,40,50-54,96
2804,2019,40,55-59,18
2805,2019,40,60+,10
2806,2019,40,NS/N.P.,160
2807,2019,41,20-24,1
2808,2019,41,25-29,18
2809,2019,41,30-34,112
2810,2019,41,35-39,399
2811,2019,41,40-44,704
2812,2019,41,45-49,258
2813,2019,41,50-54,64
2814,2019,41,55-59,19
2815,2019,41,60+,10
2816,2019,41,NS/N.P.,101
2817,2019,42,20-24,7
2818,2019,42,25-29,14
2819,2019,42,30-34,64
2820,2019,42,35-39,212
2821,2019,42,40-44,416
2822,2019,42,45-49,188
2823,2019,42,50-54,66
2824,2019,42,55-59,23
2825,2019,42,60+,6
2826,2019,42,NS/N.P.,77
2827,2019,43,20-24,2
2828,2019,43,25-29,7
2829,2019,43,30-34,42
2830,2019,43,35-39,119
2831,2019,43,40-44,236
2832,2019,43,45-49,129
2833,2019,43,50-54,55
2834,2019,43,55-59,16
2835,2019,43,60+,7
2836,2019,43,NS/N.P.,55
2837,2019,44,20-24,1
2838,2019,44,25-29,7
2839,2019,44,30-34,19
2840,2019,44,35-39,51
2841,2019,44,40-44,143
2842,2019,44,45-49,83
2843,2019,44,50-54,31
2844,2019,44,55-59,11
2845,2019,44,60+,3
2846,2019,44,NS/N.P.,44
2847,2020,<15,<20,5
2848,2020,<15,NS/N.P.,3
2849,2020,>44,20-24,2
2850,2020,>44,25-29,9
2851,2020,>44,30-34,24
2852,2020,>44,35-39,65
2853,2020,>44,40-44,120
2854,2020,>44,45-49,171
2855,2020,>44,50-54,73
2856,2020,>44,55-59,33
2857,2020,>44,60+,16
2858,2020,>44,NS/N.P.,57
2859,2020,NS/N.P.,20-24,2
2860,2020,NS/N.P.,NS/N.P.,87
2861,2020,15,<20,19
2862,2020,15,20-24,2
2863,2020,15,25-29,1
2864,2020,15,NS/N.P.,17
2865,2020,16,<20,56
2866,2020,16,20-24,14
2867,2020,16,NS/N.P.,26
2868,2020,17,<20,107
2869,2020,17,20-24,73
2870,2020,17,25-29,8
2871,2020,17,30-34,2
2872,2020,17,35-39,2
2873,2020,17,45-49,1
2874,2020,17,NS/N.P.,58
2875,2020,18,<20,140
2876,2020,18,20-24,168
2877,2020,18,25-29,22
2878,2020,18,30-34,6
2879,2020,18,35-39,2
2880,2020,18,40-44,1
2881,2020,18,45-49,1
2882,2020,18,NS/N.P.,103
2883,2020,19,<20,124
2884,2020,19,20-24,391
2885,2020,19,25-29,70
2886,2020,19,30-34,20
2887,2020,19,35-39,10
2888,2020,19,40-44,3
2889,2020,19,50-54,1
2890,2020,19,NS/N.P.,147
2891,2020,20,<20,67
2892,2020,20,20-24,696
2893,2020,20,25-29,181
2894,2020,20,30-34,63
2895,2020,20,35-39,12
2896,2020,20,40-44,5
2897,2020,20,45-49,3
2898,2020,20,50-54,1
2899,2020,20,55-59,1
2900,2020,20,60+,1
2901,2020,20,NS/N.P.,198
2902,2020,21,<20,36
2903,2020,21,20-24,964
2904,2020,21,25-29,329
2905,2020,21,30-34,102
2906,2020,21,35-39,33
2907,2020,21,40-44,3
2908,2020,21,45-49,2
